product_code,category,title,description,airline,airline_logo,departure_days,duration,price,master_code,product_no,list_url
EPP5647,패키지 > 서울/인천출발 > 유럽,[패키지 속 자유] 스페인 북부+포르투갈 12일 #산티아고/포르투 자유시간 #10대 맛기행,스페인 북부 산티아고 자유일정 포함! 4대도시 자유시간 포함,대한항공 외 2개,/images/air_logo/air_KE01.gif,"화, 수, 목, 금, 토 출발",여행기간 12일 부터,"3,590,000",EPP5647,EPP5647-250620TW,https://www.verygoodtour.com/Product/PackageList?menuCode=101210502
EPP5020,패키지 > 서울/인천출발 > 유럽,[머무름의 미학] 스페인/포르투갈/모로코 12일 #발렌시아 관광 #아울렛 쇼핑 #바르셀로나/리스본 자유시간,북아프리카 모로코까지 함께 보는 알찬 일정! 참좋은 여행 스테디셀러 스.포.모,티웨이항공,/images/air_logo/air_TW01.gif,"수, 금 출발",여행기간 12일,"2,790,000",EPP5020,EPP5020-250226TW,https://www.verygoodtour.com/Product/PackageList?menuCode=101210502
EPP5066,패키지 > 서울/인천출발 > 유럽,[이베리아의 낭만을 찾아] 스페인+포르투갈 11/12일 #전 일정 1급 #타라고나 #지로나 #오비두스,바르셀로나 근교도시 타라고나와 지로나까지 / 12일 일정에서는 포르투까지 같이 관광할 수 있습니다.,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,"화, 수, 금 출발",여행기간 11일 부터,"3,195,000",EPP5066,EPP5066-250312TW,https://www.verygoodtour.com/Product/PackageList?menuCode=101210502
EPP553,패키지 > 서울/인천출발 > 유럽,[설렘 두배] 스페인/포르투갈 9일 #바르셀로나 자유 #5대특식 #소도시 관광,스페인/포르투갈 베스트 셀러! 아기자기한 소도시 관광 + 대도시 자유시간 포함된 상품입니다,에미레이트항공 외 4개,/images/air_logo/air_EK01.gif,"화, 수, 목, 금, 토 출발",여행기간 9일 부터,"1,890,000",EPP553,EPP553-250307TK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210503
EPP554,패키지 > 서울/인천출발 > 유럽,[4色을 더하다] 아부다비/두바이/스페인/포르투갈 10일 #그랜드모스크 #파티마 #신트라,아기자기한 소도시+아부다비 두바이  네나라의 색다른 만남,에티하드항공 외 1개,/images/air_logo/air_EY01.gif,"월, 화, 수, 금 출발",여행기간 10일,"1,990,000",EPP554,EPP554-250312EY1,https://www.verygoodtour.com/Product/PackageList?menuCode=101210503
EPP5445,패키지 > 서울/인천출발 > 유럽,[힐링 한 스푼] 스페인/포르투갈 9일 #일급호텔 #10대특식 # 라로카빌리지 #바르셀로나/리스본 자유,"패키지 여행 속 자유일정, 태양과 가우디의 나라 스페인에 포르투갈을 더해서 여행의 즐거움 두배",에미레이트항공 외 1개,/images/air_logo/air_EK01.gif,"수, 금, 토 출발",여행기간 9일,"2,090,000",EPP5445,EPP5445-250307TK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210503
EPP5444,패키지 > 서울/인천출발 > 유럽,[느리게 걷기] 스페인 9일 #일급호텔 #10대특식 #라로카빌리지 #바르셀로나/톨레도/마드리드 자유,"패키지 여행 속 자유일정, 천천히 여유롭게 스페인 즐기는 스페인 일주",터키항공 외 1개,/images/air_logo/air_TK01.gif,"수, 금, 토 출발",여행기간 9일,"2,090,000",EPP5444,EPP5444-250307TK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210503
EPP500,패키지 > 서울/인천출발 > 유럽,"[천천히, 알차게] 스페인/포르투갈/모로코 12일 #바르셀로나/마드리드 자유시간 #3대 맛기행",북아프리카 모로코까지 함께 보는 알찬 일정! 참좋은 여행 스테디셀러 스.포.모,에미레이트항공 외 3개,/images/air_logo/air_EK01.gif,"일, 월, 화, 수, 목, 금 출발",여행기간 12일,"2,190,000",EPP500,EPP500-250313EK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210504
EPP5578,패키지 > 서울/인천출발 > 유럽,[예쁜것만 골라 담은] 스페인/포르투갈/남프랑스+모나코 4국 12일 #대도시 자유시간 #에즈 선인장 마을 내부입장,타사 비교 필수! 에즈 선인장 마을 포함! 남프랑스에서 내가 원하는 자유식을 즐겨보세요!,에미레이트항공 외 2개,/images/air_logo/air_EK01.gif,"화, 수, 목, 금 출발",여행기간 12일,"2,490,000",EPP5578,EPP5578-250226TK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210504
EPP525,패키지 > 서울/인천출발 > 유럽,"[흔하지 않아 더 좋은] 스페인 북부/포르투갈 12일 #산티아고, 알타미라박물관, 포르투, 구겐하임 미술관","스페인 남북부 완전 일주! 알타미라 박물관(내부), 빌바오 구겐하임 미술관(내부) 관람으로 보다 더 깊은 여행이 가능합니다.",에티하드항공 외 2개,/images/air_logo/air_EY01.gif,"일, 수, 목, 금 출발",여행기간 12일,"2,590,000",EPP525,EPP525-250320EK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210504
EPP5006,패키지 > 서울/인천출발 > 유럽,[이베리아 반도에 모로코 한 스푼] 스페인+포르투갈+모로코 12일  #사하라사막 #전일정1급 #항공이동1회,스페인+포르투갈 2개국에 모로코 한 스푼을 더해 나만의 여행지도 완성,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,"화, 목, 금, 토 출발",여행기간 12일 부터,"3,790,000",EPP5006,EPP5006-250527OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101210504
EPP5003,패키지 > 서울/인천출발 > 유럽,"[대서양의 보석] 포르투갈+모로코 11,12일 #쉐프샤우엔, 알부페이라, 포르투 와이너리",도하 5성 Marsa Malaz Kempinski The Pearl 1박 및 레이트 체크아웃 포함,카타르항공,/images/air_logo/air_QR01.gif,화 출발,여행기간 12일,"2,390,000",EPP5003,EPP5003-250610QR12,https://www.verygoodtour.com/Product/PackageList?menuCode=101210504
EPP299,패키지 > 서울/인천출발 > 유럽,"[전일정특급호텔(월드체인2박포함)/인솔가이드동행] 튀르키예(터키)일주 9일 #피에로띠+밸리댄스, 11대특식","참좋은 단독특가! 인솔가이드와 함께 떠나는 튀르키예 일주(전일정특급호텔, 150유로 상당 옵션 포함)",에미레이트항공 외 3개,/images/air_logo/air_EK01.gif,매일 출발,여행기간 9일 부터,"899,000",EPP299,EPP299-250304EK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210601
EPP208,패키지 > 서울/인천출발 > 유럽,"[아시아나항공 직항] 전 일정 특급호텔(월드체인 3박포함) 튀르키예(터키)일주 9일 # 피에로티+밸리댄스,11대특식","아시아나 직항으로 떠나는 터키, 전일정 특급호텔(월드체인 3박 포함)과 다양한 예약자 특전",아시아나항공,/images/air_logo/air_OZ01.gif,"화, 수, 목, 금, 토 출발",여행기간 9일,"1,399,000",EPP208,EPP208-250603OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101210601
EPP2700,패키지 > 서울/인천출발 > 유럽,"[대한항공 직항] 전 일정 특급호텔(월드체인 3박) 튀르키예(터키)일주 9일 #11대특식,피에로티+밸리댄스","대한항공 직항으로 떠나는 튀르키예(터키), 전일정 특급호텔과 온천호텔 포함, 다양한 예약자 특전",대한항공,/images/air_logo/air_KE01.gif,"월, 수, 금, 토 출발",여행기간 9일,"1,399,000",EPP2700,EPP2700-250319KE,https://www.verygoodtour.com/Product/PackageList?menuCode=101210601
EPP214,패키지 > 서울/인천출발 > 유럽,"[국내선항공이동2회/전일정특급호텔(월드체인포함)] 튀르키예(터키)일주 9일/10일 #피에로띠+밸리댄스, 11대특식","이동시간 단축! 국내선 항공 2회와 전일정 특급호텔, 전문 인솔자 동행",아시아나항공 외 2개,/images/air_logo/air_OZ01.gif,"월, 화, 수, 목, 금, 토 출발",여행기간 9일 부터,"1,499,000",EPP214,EPP214-250308TK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210601
EPP278,패키지 > 서울/인천출발 > 유럽,"[YP항공 직항] 전일정 특급호텔(월드체인 2박+온천호텔) 튀르키예일주 9일 #11대특식, 피에로티+밸리댄스","직항으로 떠나는 튀르키예 일주, 전일정 특급호텔(월드체인 업그레이드+온천 호텔)와 150유로 상당 예약자 혜택 포함",에어프레미아,/images/air_logo/air_YP01.gif,"화, 금, 토 출발",여행기간 9일,"1,399,000",EPP278,EPP278-250905YP,https://www.verygoodtour.com/Product/PackageList?menuCode=101210601
EPP2370,패키지 > 서울/인천출발 > 유럽,"[여유 한스푼이 더해진] 그리스일주 9일 #산토리니2박, 인솔자동행",산토리니 2박이 포함된 여유롭고 선호도 높은 상품,터키항공,/images/air_logo/air_TK01.gif,"화, 수, 금 출발",여행기간 9일,"2,290,000",EPP2370,EPP2370-250307TK2,https://www.verygoodtour.com/Product/PackageList?menuCode=101210601
EPP2378,패키지 > 서울/인천출발 > 유럽,[지중해의꽃/산토리니2박]여유로운 그리스 일주 9일 #인솔자동행,"인솔자 포함, 푸른빛 바다 전경과 여유로움이 가득한 그리스 일정",카타르항공 외 1개,/images/air_logo/air_QR01.gif,"일, 월, 화, 수, 목 출발",여행기간 9일,"2,340,000",EPP2378,EPP2378-250311QR,https://www.verygoodtour.com/Product/PackageList?menuCode=101210601
EPP2252,패키지 > 서울/인천출발 > 유럽,[아시아나항공 직항][국내선항공 1회] 튀르키예(터키)일주 9일 #전일정특급호텔(월드체인포함),카파도키아 2박으로 여유롭게 즐길 수 있는 일정.국내선1회 이동으로 동선을 최소화한 튀르키예여행!,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,"화, 수, 목, 금, 토 출발",여행기간 9일,"1,499,000",EPP2252,EPP2252-250226OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101210601
EPP218,패키지 > 서울/인천출발 > 유럽,[전일정특급호텔/밸리댄스/피에로티] 튀르키예(터키)일주 9일/10일 #인솔가이드 동행,"직항으로 떠나는 튀르키예일주, 전일정 특급호텔(월드체인2박 포함)과 다양한 예약자 혜택!",터키항공,/images/air_logo/air_TK01.gif,"화, 금, 토 출발",여행기간 10일,"1,299,000",EPP218,EPP218-250912TK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210601
EPP2379,패키지 > 서울/인천출발 > 유럽,[연휴 선착순 특가] 그리스일주 8일/9일 #산토리니1박 또는 2박,"연휴에 떠나는 그리스 일주, 산토리니 1박 또는 2박이 포함된 여유로운 일정",에미레이트항공 외 2개,/images/air_logo/air_EK01.gif,"월, 수, 금, 토 출발",여행기간 8일 부터,"2,990,000",EPP2379,EPP2379-250503EK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210601
EPP2005,패키지 > 서울/인천출발 > 유럽,"[연휴 선착순 특가] 튀르키예(터키)일주 9일/10일 #전일정특급호텔, 다양한 예약자 특전",전일정특급호텔(월드체인 업그레이드)과 다양한 예약 특전으로 연휴에 떠나는 튀르키예 일주,터키항공 외 4개,/images/air_logo/air_TK01.gif,"월, 화, 수, 금, 토 출발",여행기간 9일 부터,"2,399,000",EPP2005,EPP2005-251007YP,https://www.verygoodtour.com/Product/PackageList?menuCode=101210601
EPP2547,패키지 > 서울/인천출발 > 유럽,[출발확정 특가 모음집] 여유로운 그리스일주 8/9일 #산토리니1박 또는 2박,산토리니 1박 또는 2박이 포함된 여유로운 그리스 일주,에미레이트항공 외 2개,/images/air_logo/air_EK01.gif,"일, 월, 화, 목, 금, 토 출발",여행기간 8일 부터,"2,290,000",EPP2547,EPP2547-250307TK2,https://www.verygoodtour.com/Product/PackageList?menuCode=101210601
EPP258,패키지 > 서울/인천출발 > 유럽,"[푸르른 바다와 하늘] 그리스일주 8일 #산토리니1박, 인솔자 동행","이아마을과 피라마을 자유일정, 여유있는 그리스 일정",에미레이트항공,/images/air_logo/air_EK01.gif,"금, 토 출발",여행기간 8일,"2,490,000",EPP258,EPP258-250307EK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210601
EPP248,패키지 > 서울/인천출발 > 유럽,[국내선항공1회/밸리댄스/돌마바흐체궁전] 튀르키예(터키)일주 9일,전 일정 특급호텔과 다양한 예약 특전이 포함된 담당자 추천상품,대한항공,/images/air_logo/air_KE01.gif,"월, 수, 금, 토 출발",여행기간 9일,"1,699,000",EPP248,EPP248-250412KE,https://www.verygoodtour.com/Product/PackageList?menuCode=101210601
EPP252,패키지 > 서울/인천출발 > 유럽,"[선착순특가/항공이동1회] 튀르키예(터키)그리스 9일/10일 #특급호텔 5박, 전문인솔자","튀르키예+그리스일주, 특급호텔 5박 업그레이드와 이동 거리 단축 항공 이동 1회 포함된 일정입니다.",터키항공,/images/air_logo/air_TK01.gif,"일, 월 출발",여행기간 9일 부터,"1,749,000",EPP252,EPP252-250316TK1,https://www.verygoodtour.com/Product/PackageList?menuCode=101210602
EPP2510,패키지 > 서울/인천출발 > 유럽,[산토리니1박/항공이동2회] 튀르키예(터키)그리스 10일/11일,"튀르키예와 그리스 왕복 항공이동, 튀르키예 내 항공이동까지 포함되어 더욱 더 넓고 자세히 보는 일정",터키항공,/images/air_logo/air_TK01.gif,수 출발,여행기간 11일,"3,890,000",EPP2510,EPP2510-250305TK21,https://www.verygoodtour.com/Product/PackageList?menuCode=101210602
EPP136,패키지 > 서울/인천출발 > 중동지역,[카이로 직항][전일정특급호텔(월드체인 4박 포함)] 이집트일주 9일 #전문인솔가이드 동행 #5대특식 #시타델 특전,"100% 출발 확정! 10월~3월에 떠나는 이집트 직항! 전 일정 특급호텔(월드체인 4박)과 Five스타 나일강크루즈, 다양한 예약자 특전",아시아나항공,/images/air_logo/air_OZ01.gif,"화, 목 출발",여행기간 9일,"3,390,000",EPP136,EPP136-250227OZT4,https://www.verygoodtour.com/Product/PackageList?menuCode=101210603
EPP129,패키지 > 서울/인천출발 > 유럽,[전일정 월드체인 특급호텔][후루가다 올인클루시브] 이집트일주 10일/11일 #알렉산드리아 #인솔가이드 #5대특식,"전 일정 특급호텔(월드체인포함)과 피라미드,스핑크스는 물론 지중해의 휴양도시 알렉산드리아 까지 포함된 BEST 일정",에티하드항공,/images/air_logo/air_EY01.gif,"월, 화, 토 출발",여행기간 10일,"2,890,000",EPP129,EPP129-250318EY2,https://www.verygoodtour.com/Product/PackageList?menuCode=101210604
EPP132,패키지 > 서울/인천출발 > 중동지역,"[전일정 월드체인 특급호텔][후루가다 올인클루시브] 이집트일주 9일/10일 #전통현지마을체험 #인솔자동행, 5대특식","세계4대 문명의 발상지 이집트, 전 일정 특급호텔(월드체인포함)과 후루가다 신규 오픈 힐튼호텔 업그레이드",터키항공,/images/air_logo/air_TK01.gif,"일, 월 출발",여행기간 9일 부터,"2,890,000",EPP132,EPP132-250309TK2,https://www.verygoodtour.com/Product/PackageList?menuCode=101210604
EPP1225,BTMS > 서울/인천출발 > 유럽,[연휴 선착순 특가] 이집트일주9일/10일 #후루가다 1박 또는 2박,"연휴에 떠나는 이집트 일주, 후루가다 1박 또는 2박이 포함된 여유로운 일정",에티하드항공 외 1개,/images/air_logo/air_EY01.gif,"일, 월, 화, 토 출발",여행기간 9일 부터,"2,890,000",EPP1225,EPP1225-250309TK2,https://www.verygoodtour.com/Product/PackageList?menuCode=101210604
EPP0133,패키지 > 서울/인천출발 > 유럽,[피요르드의 선물] 노르웨이 일주 10일 #노옵션 #5대 피오르드 #베르겐 #프레이케스톨렌 #뭉크박물관,노르웨이 피오르드를 완벽 마스터하다. 노르웨이의 5대 피오르드를 즐길 수 있는 유일한 상품!,핀란드항공,/images/air_logo/air_AY01.gif,토 출발,여행기간 10일,"4,990,000",EPP0133,EPP0133-250503AY,https://www.verygoodtour.com/Product/PackageList?menuCode=101210708
EPP035,패키지 > 서울/인천출발 > 유럽,[잠들지 않는 하늘] ●노팁/노옵션/노쇼핑● 아이슬란드일주 8/9일 #블루라군#골든서클투어#레이캬비크 자유시간,아이슬란드의 꽃 블루라군 온천욕과 더불어 필수코스인 골든서클투어까지 진행하는 상품입니다.,핀란드항공,/images/air_logo/air_AY01.gif,"수, 목 출발",여행기간 8일 부터,"4,890,000",EPP035,EPP035-250507AY8,https://www.verygoodtour.com/Product/PackageList?menuCode=101210708
EPP030,패키지 > 서울/인천출발 > 유럽,[자연이 빚어낸 신비한 섬] ●노팁/노옵션/노쇼핑● 아이슬란드 12일 #완전일주 #링로드 #고래투어,"신이 세상을 창조하기전 미리 연습한곳, 아이슬란드. 링로드를 따라 아이슬란드를 완전 일주하는 상품입니다.",핀란드항공,/images/air_logo/air_AY01.gif,"월, 화 출발",여행기간 10일 부터,"6,990,000",EPP030,EPP030-250506AY10,https://www.verygoodtour.com/Product/PackageList?menuCode=101210708
EPP031,패키지 > 서울/인천출발 > 유럽,[노르웨이의 보석] 트롬쇠+로포텐 10일 #노옵션 #오슬로관광 #레이네숙박 #로포텐트레킹 #쿵스레덴,"참좋은여행에만 있는 오슬로+노르웨이북부(로포텐제도, 트롬쇠, 센야)+스웨덴 아비스코를 여행하는 일정",핀란드항공,/images/air_logo/air_AY01.gif,월 출발,여행기간 10일,"6,090,000",EPP031,EPP031-250609AY,https://www.verygoodtour.com/Product/PackageList?menuCode=101210708
EPP036,패키지 > 서울/인천출발 > 유럽,[북위 71도 순백의 힐링]겨울왕국 로포텐/오로라의 성지 트롬쇠 8일 AY #노옵션 #노쇼핑,노르웨이 북극권 트롬쇠와 겨울왕국의 배경 로포텐제도를 함께 관광,핀란드항공,/images/air_logo/air_AY01.gif,목 출발,여행기간 8일,"5,190,000",EPP036,EPP036-250313AY8,https://www.verygoodtour.com/Product/PackageList?menuCode=101210708
EPP0112,패키지 > 서울/인천출발 > 유럽,"[오직 여행에만 집중] 북유럽 4국 9일 #노팁,노옵션 #3대 피오르드 #뭉크박물관 #씨사이드 1회","노팁,노옵션으로 여행에만 집중 할 수 있는 북유럽 9일 일정",핀란드항공,/images/air_logo/air_AY01.gif,목 출발,여행기간 9일,"3,990,000",EPP0112,EPP0112-250508AY9,https://www.verygoodtour.com/Product/PackageList?menuCode=101210701
EPP0113,패키지 > 서울/인천출발 > 유럽,[오직 여행에만 집중] 북유럽 4국 8일 #노팁/노옵션 #크루즈 씨사이드 1회 업글,"크루즈 1박 SEASIDE 업그레이드, 노옵션/노팁으로 품격있는 여행",핀란드항공,/images/air_logo/air_AY01.gif,수 출발,여행기간 8일,"3,690,000",EPP0113,EPP0113-250507AY8,https://www.verygoodtour.com/Product/PackageList?menuCode=101210701
EPP0114,패키지 > 서울/인천출발 > 유럽,"[내가 꿈꾸는 여행]●직항● 북유럽 4국 9일 #요정의 길 #오슬로,베르겐 자유시간 #3대 피오르드",주말 출도착!! 겨울왕국의 배경 베르겐 자유시간까지 최고의 동선으로 편안한 여행,핀란드항공,/images/air_logo/air_AY01.gif,"목, 토 출발",여행기간 9일,"3,490,000",EPP0114,EPP0114-250424AY,https://www.verygoodtour.com/Product/PackageList?menuCode=101210701
EPP0116,패키지 > 서울/인천출발 > 유럽,"[노르딕에 머물다] 북유럽 4국 9일 #가성비여행#오슬로, 헬싱키 자유시간 #베르겐 관광",코펜하겐부터 시작하여 헬싱카까지 보는 최고의 동선으로 북유럽 4국 (덴마크 / 노르웨이 / 스웨덴 / 핀란드) 기본에 충실하고 자유시간까지 있는 일정입니다.,터키항공,/images/air_logo/air_TK01.gif,화 출발,여행기간 9일,"2,990,000",EPP0116,EPP0116-250422TK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210701
EPP0111,패키지 > 서울/인천출발 > 유럽,"[자세히보기] 북유럽 4국 10일 #코펜하겐,베르겐 자유 #게이랑에르, 송네피오르드 관광","북유럽 핵심 4개국을 관광과 함께 코펜하겐, 베르겐에서 즐기는 나만의 자유시간",카타르항공,/images/air_logo/air_QR01.gif,금 출발,여행기간 10일,"3,290,000",EPP0111,EPP0111-250509QR,https://www.verygoodtour.com/Product/PackageList?menuCode=101210701
EPP012,패키지 > 서울/인천출발 > 유럽,[자연이 만든 걸작] 북유럽 4국 8일/9일  #핀에어 #노팁/노옵션 #크루즈 1회 씨뷰 업글,"북유럽을 직항으로 가는 유일한 항공사 핀에어 탑승, 노팁, 노옵션으로 편안한 여행",핀란드항공,/images/air_logo/air_AY01.gif,"수, 목 출발",여행기간 8일 부터,"3,690,000",EPP012,EPP012-250507AY8,https://www.verygoodtour.com/Product/PackageList?menuCode=101210701
EPP011,패키지 > 서울/인천출발 > 유럽,[백야의 향연] ●직항● 북유럽 4국 8일 #핀란드항공 #덴노스핀 #요정의 길,북유럽까지 유일한 최단거리 직항!  핀에어를 이용한 북유럽 기본 일정,핀란드항공,/images/air_logo/air_AY01.gif,수 출발,여행기간 8일,"3,390,000",EPP011,EPP011-250514AY8,https://www.verygoodtour.com/Product/PackageList?menuCode=101210701
EPP0118,패키지 > 서울/인천출발 > 유럽,[조금더 특별하게] 북유럽 4국 9일 #스톡홀롬 1박 #웁살라 #대도시 자유 #피오르드,북유럽 4국 (덴마크 / 노르웨이 / 스웨덴 / 핀란드) 기본에 충실한 여행입니다.,터키항공,/images/air_logo/air_TK01.gif,화 출발,여행기간 9일,"3,090,000",EPP0118,EPP0118-250422TK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210701
EPP027,패키지 > 서울/인천출발 > 유럽,"[나의 버킷리스트] ●직항● 북유럽 4국 12일 #코펜하겐,오슬로,헬싱키자유 #올레순,산타우체국,눅시오","타사비교 必, 참좋은여행에만 있는 여유롭게 북유럽 핵심도시부터 소도시까지 구석구석 천천히 보는 일정",핀란드항공,/images/air_logo/air_AY01.gif,"일, 월, 수, 금 출발",여행기간 12일,"3,790,000",EPP027,EPP027-250330AY,https://www.verygoodtour.com/Product/PackageList?menuCode=101210702
EPP021,패키지 > 서울/인천출발 > 유럽,[핵심만 쏙쏙] 북유럽+발틱 7국 12일 #자유시간 #발북 #에라리 #크루즈탑승,세계문화유산 발트해의 숨은 명소를 찾고 또 찾은 완결판,폴란드항공 외 1개,/images/air_logo/air_LO01.gif,"월, 목 출발",여행기간 12일,"3,590,000",EPP021,EPP021-250911TK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210702
EPP033,패키지 > 서울/인천출발 > 유럽,[모든게 특별한 순간] 아이슬란드+북유럽(덴/노/스/핀) 5개국 12일 #골든써클 #블루라군 #자유시간,"대서양 북부에 위치한 천의 얼굴 ""아이슬란드"" 드디어 북유럽과 만나 최고의 상품으로!",핀란드항공,/images/air_logo/air_AY01.gif,"목, 금 출발",여행기간 12일,"5,490,000",EPP033,EPP033-250418AY,https://www.verygoodtour.com/Product/PackageList?menuCode=101210702
EPP0210,패키지 > 서울/인천출발 > 유럽,"[깊고 진하게 보기] 북유럽 4국 + 에스토니아까지 5국 11일 #스톡홀롬,코펜하겐 자유 #탈린",북유럽 핵심 4개국과 더불어 탈린관광까지하는 알찬 5개국 일정,에미레이트항공,/images/air_logo/air_EK01.gif,월 출발,여행기간 11일,"3,390,000",EPP0210,EPP0210-250901EK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210702
EPP0212,패키지 > 서울/인천출발 > 유럽,[오직 참좋은] 폴란드+북유럽+발틱 8국 12일 #바르샤바 #코펜하겐 자유시간 #에라리,"오직 참좋은여행에만 있는 폴란드 바르샤바, 비아위스토크 까지 북유럽 4국 , 발틱 3국 12일 일정",폴란드항공,/images/air_logo/air_LO01.gif,"월, 목 출발",여행기간 12일,"3,690,000",EPP0212,EPP0212-250508LO,https://www.verygoodtour.com/Product/PackageList?menuCode=101210702
EPP026,패키지 > 서울/인천출발 > 유럽,"[걸어보자, 노르웨이] ●직항●북유럽 4국 12일 #4대 피오르드 #본후스바트넷 #프레이케스톨렌 트레킹 #자유시간","타사비교 必, 참좋은여행에만 있는 둘레길 부터 프레이케스톨렌 트레킹까지 청정지역을 따라 걷는 일정과 오덴세,스타방에르 등 소도시들과 함께하는 상품",핀란드항공,/images/air_logo/air_AY01.gif,월 출발,여행기간 12일,"4,590,000",EPP026,EPP026-250512AY,https://www.verygoodtour.com/Product/PackageList?menuCode=101210702
EPP023,패키지 > 서울/인천출발 > 유럽,[오직 여행에만 집중] 북유럽+발틱 7국 12일 #노팁/노옵션 #코펜하겐1박 #크루즈씨사이드,"노팁,노옵션으로 북유럽+발틱 7개국 최적의 동선",터키항공,/images/air_logo/air_TK01.gif,목 출발,여행기간 12일,"4,190,000",EPP023,EPP023-250911TK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210702
EPP0211,패키지 > 서울/인천출발 > 유럽,"[Only참좋은, 4색의 아름다움] 발틱3국+폴란드 4국 9일 #에라리 #바르샤바 #일급호텔 #도시별 자유시간",시간의 흐름을 간직한 중세의 구시가지 발틱+바르샤바 그리고 비아위스토크까지,폴란드항공,/images/air_logo/air_LO01.gif,"일, 수, 목, 금 출발",여행기간 9일,"2,390,000",EPP0211,EPP0211-250411LO,https://www.verygoodtour.com/Product/PackageList?menuCode=101210703
EPP0213,패키지 > 서울/인천출발 > 유럽,"[숨은 진주 찾아] 발틱 3국 9일 #에라리 #3개 도시 자유 #타르투,라크베레 #라헤마 국립공원","발틱 3국 에스토니아,라트비아,리투아니아 각 도시별 자유시간으로 여유있게 즐기는 여행",터키항공,/images/air_logo/air_TK01.gif,화 출발,여행기간 9일,"2,290,000",EPP0213,EPP0213-250422TK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210703
EPP5746,패키지 > 서울/인천출발 > 유럽,[찬란한 산맥을 넘어] 코카서스 3국 10일 #특급 2박 #두바이관광 #국경이동 최소화 #노쇼핑,프리미엄 국적기 대한항공 탑승 & 신화 속 전설과 때묻지 않는 자연으로 떠나는 코카서스 3국+두바이 여행,대한항공,/images/air_logo/air_KE01.gif,"화, 수, 목, 금, 토 출발",여행기간 10일,"3,090,000",EPP5746,EPP5746-250402KE10,https://www.verygoodtour.com/Product/PackageList?menuCode=101210707
EPP574,패키지 > 서울/인천출발 > 기타지역,"[아라랏산, 그 위대함] 아제르바이잔/조지아/아르메니아 3국 10일 #두바이관광 #와이너리",코카서스 3국 일정의 핵심 일정만 모아 놓은 패키지 입니다.,에미레이트항공 외 1개,/images/air_logo/air_EK01.gif,"수, 토 출발",여행기간 10일 부터,"2,990,000",EPP574,EPP574-250412EK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210707
EPP5026,패키지 > 서울/인천출발 > 유럽,[신화와 전설 속으로] 카자흐스탄 + 코카서스 3국 11일 #노쇼핑 #알마티 #이동거리 최소화 #자유시간,[2025 NEW] 올해 새롭게 등장한 상품으로 최단거리와 짧은 비행시간으로 카자흐스탄 수도 알미티와 코카서스 3국까지 여행하는 상품입니다.,에어아스타나,/images/air_logo/air_KC01.gif,목 출발,여행기간 11일,"3,090,000",EPP5026,EPP5026-250605KC,https://www.verygoodtour.com/Product/PackageList?menuCode=101210707
EPP5741,패키지 > 서울/인천출발 > 기타지역,"[함께 여서 더 좋은]아제르바이잔/조지아/아르메니아 3국 13일 #특급2박 #노쇼핑 #트빌리시,예레반 자유",담당자가 다녀와서 만든 코카서스 3국 상품! 조지아 최대휴양지 바투미까지 둘러볼 수 있는 상품입니다.,터키항공,/images/air_logo/air_TK01.gif,수 출발,여행기간 13일,"3,190,000",EPP5741,EPP5741-250409TK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210707
EPP5744,패키지 > 서울/인천출발 > 기타지역,[패키지 속 자유]아제르바이잔/조지아/아르메니아 3국 12/13일 #트빌리시/예레반 자유 #노쇼핑,담당자가 다녀와서 만든 상품! 타슈켄트관광(우즈벡항공) OR 두바이관광(에미레이트항공)까지!,에미레이트항공 외 2개,/images/air_logo/air_EK01.gif,"월, 수, 목, 금, 토 출발",여행기간 12일 부터,"3,290,000",EPP5744,EPP5744-250414EK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210707
