product_code,category,title,description,airline,airline_logo,departure_days,duration,price,master_code,product_no,list_url
IPF109,패키지 > 서울/인천출발 > 사이판/괌,"[5성급호텔] 켄싱턴 사이판 4일,5일,6일 #슬림카드 #마나가하섬","▶ 전객실 오션뷰, 매일 호텔식2회, NO쇼핑",제주항공 외 1개,/images/air_logo/air_7C01.gif,"일, 월, 화, 목, 금, 토 출발",여행기간 4일 부터,"1,139,000",IPF109,IPF109-2502243N5D,https://www.verygoodtour.com/Product/PackageList?menuCode=101190303
IPF201,항공+호텔 > 서울/인천출발 > 사이판/괌,"[올인클루시브] 켄싱턴 사이판 4일,5일,6일 #풀바무제한 #아일랜드관광","▶FULL FLEX, 전객실 오션뷰, 전일정 호텔식, NO쇼핑",제주항공 외 1개,/images/air_logo/air_7C01.gif,매일 출발,여행기간 4일 부터,"1,149,000",IPF201,IPF201-2503043N4D,https://www.verygoodtour.com/Product/PackageList?menuCode=101190303
IPH109,패키지 > 서울/인천출발 > 사이판/괌,"[3대 모먼트] 켄싱턴 사이판 4일, 5일, 6일 #프리미어디럭스 #노팁 #인피니티풀 #마나가하섬","▶FULL FLEX, 전객실오션뷰, 전일정호텔식, NO팁,NO쇼핑",티웨이항공 외 1개,/images/air_logo/air_TW01.gif,매일 출발,여행기간 4일 부터,"1,349,000",IPH109,IPH109-2505137C4D,https://www.verygoodtour.com/Product/PackageList?menuCode=101190303
IPF209,자유여행 > 서울/인천출발 > 사이판/괌,▶ 우리 아이 태교여행 ◀ [켄싱턴호텔] 사이판 5일 #비즈라이트 #프리미어디럭스 #사이판 스냅촬영 #NO팁,▶ 왕복 비즈니스 라이트 탑승으로 시작부터 끝까지 편안한 여행,제주항공,/images/air_logo/air_7C01.gif,매일 출발,여행기간 5일,"2,109,000",IPF209,IPF209-250302,https://www.verygoodtour.com/Product/PackageList?menuCode=101190303
IPG105,패키지 > 서울/인천출발 > 사이판/괌,"[코럴오션리조트+매일 18홀 라운딩] 사이판 4일, 5일 #매일 2회 리조트식",▶ 2022년 1월 올 리뉴얼 오픈/환상적인 라운딩,제주항공 외 1개,/images/air_logo/air_7C01.gif,매일 출발,여행기간 4일 부터,"1,079,000",IPG105,IPG105-2503167C5D,https://www.verygoodtour.com/Product/PackageList?menuCode=101190303
IPG100,골프 > 서울/인천출발 > 사이판/괌,"[코럴오션리조트+매일 18홀 라운딩] 사이판 4일, 5일 #매일 2회 리조트식 #NO팁 #특별식",▶ 참좋은특전 3/18출발부터 매일 보너스9홀 추가제공,제주항공 외 1개,/images/air_logo/air_7C01.gif,매일 출발,여행기간 4일 부터,"1,129,000",IPG100,IPG100-2503167C5D,https://www.verygoodtour.com/Product/PackageList?menuCode=101190303
IPG103,패키지 > 서울/인천출발 > 사이판/괌,"[라오라오리조트 + 매일 18홀] 사이판 4일, 5일 #매일 2회 리조트식",▶ 매일 리조트식 2회/사이판 유일의 36홀/환상적인 라운딩,제주항공 외 1개,/images/air_logo/air_7C01.gif,매일 출발,여행기간 4일 부터,"1,249,000",IPG103,IPG103-2503057C4D,https://www.verygoodtour.com/Product/PackageList?menuCode=101190303
IPF100,패키지 > 서울/인천출발 > 사이판/괌,"[자유여행] 코럴오션리조트 사이판 4일,5일 #에어텔","▶ 22년 1월 올 리뉴얼 오픈, 환상적인수영장, 공항5분거리",티웨이항공 외 1개,/images/air_logo/air_TW01.gif,매일 출발,여행기간 4일 부터,"679,000",IPF100,IPF100-2503023N5D,https://www.verygoodtour.com/Product/PackageList?menuCode=101190303
IPP105,패키지 > 서울/인천출발 > 사이판/괌,"■ 22년11월OPEN ■ [크라운플라자] 사이판 4일,5일,6일 #최신상 리조트 #시내중심",▶ 가라판 시내중심 위치 / 자유여행 BEST,제주항공 외 1개,/images/air_logo/air_7C01.gif,매일 출발,여행기간 4일 부터,"679,000",IPP105,IPP105-2503023N5D,https://www.verygoodtour.com/Product/PackageList?menuCode=101190304
IPF104,패키지 > 서울/인천출발 > 사이판/괌,"■ [마리아나비치리조트] 가라판 시내중심! 사이판 4일,5일 #자유여행",▶ 가라판 시내중심 위치 / 자유여행 BEST,제주항공 외 1개,/images/air_logo/air_7C01.gif,매일 출발,여행기간 4일 부터,"629,000",IPF104,IPF104-2503027C5D,https://www.verygoodtour.com/Product/PackageList?menuCode=101190304
IPF1044,패키지 > 서울/인천출발 > 사이판/괌,"■ 실시간 항공 ■ [티니안 경비행기] 사이판 크라운플라자 5일, 6일 #자유여행 #전일정 조식 #티니안 섬 일주","""때 묻지 않은 풍요로운 섬 SAIPAN, TINIAN"" 사이판_티니안 두 가지 섬 매력 모두 즐기기",제주항공,/images/air_logo/air_7C01.gif,매일 출발,여행기간 5일 부터,"1,099,000",IPF1044,IPF1044-2503046D,https://www.verygoodtour.com/Product/PackageList?menuCode=101190304
IPP216,패키지 > 서울/인천출발 > 사이판/괌,FAMILY FUN! RUN! 2025년 사이판 마라톤 5일,▶ 2025년 3월 8일 사이판 마라톤 대회 / 선착순 참가비 지원,제주항공 외 1개,/images/air_logo/air_7C01.gif,"수, 목 출발",여행기간 4일 부터,"929,000",IPP216,IPP216-2503057C5D,https://www.verygoodtour.com/Product/PackageList?menuCode=101190304
IPF108,패키지 > 서울/인천출발 > 사이판/괌,"[아쿠아리조트] 사이판 4일, 5일 #마나가하섬 #미니바",▶ 천혜의 자연환경을 고루 갖춘 리조트,제주항공 외 1개,/images/air_logo/air_7C01.gif,매일 출발,여행기간 4일 부터,"729,000",IPF108,IPF108-2503023N5D,https://www.verygoodtour.com/Product/PackageList?menuCode=101190304
IPF208,자유여행 > 서울/인천출발 > 사이판/괌,▶ 우리 아이 태교여행 ◀ [아쿠아리조트] 사이판 5일 #비즈라이트 #오션프론트 #사이판 스냅촬영 #NO팁,▶ 왕복 비즈니스 라이트 탑승으로 시작부터 끝까지 편안한 여행,제주항공,/images/air_logo/air_7C01.gif,매일 출발,여행기간 5일,"1,559,000",IPF208,IPF208-250302,https://www.verygoodtour.com/Product/PackageList?menuCode=101190304
UPP2556,패키지 > 서울/인천출발 > 북미지역,"◆특별기획◆ [단, 5개월간 펼쳐지는 비현실공간 옐로스톤] 미서부완전일주 10일",VIP리무진버스 & 일반버스 선택 가능 / 옐로스톤 포함 6大 국립공원 관광 미주 완전 일주 !,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,목 출발,여행기간 10일,"4,490,000",UPP2556,UPP2556-250918,https://www.verygoodtour.com/Product/PackageList?menuCode=101200601
UPP2554,패키지 > 서울/인천출발 > 북미지역,[실시간항공/솔트레익시티직항] 옐로스톤일주 7일,1년 중 5개월동안만 갈수 있는 옐로스톤,델타항공,/images/air_logo/air_DL01.gif,"일, 목 출발",여행기간 7일,"3,890,000",UPP2554,UPP2554-250911DL,https://www.verygoodtour.com/Product/PackageList?menuCode=101200601
UPP2555,패키지 > 서울/인천출발 > 북미지역,[항공이동/여름에만볼수있는 옐로스톤] 미서부완전일주 13일,1년 중 5개월동안만 갈수있는 옐로스톤 미서부 완전일주,아시아나항공,/images/air_logo/air_OZ01.gif,"월, 금 출발",여행기간 13일,"5,890,000",UPP2555,UPP2555-250516,https://www.verygoodtour.com/Product/PackageList?menuCode=101200601
UPP703,패키지 > 서울/인천출발 > 북미지역,●참좋은여행 기획● 옐로스톤/알래스카 3대빙하 완전정복 8일/12일,산/육지/바다에서 보는 세가지 색의 빙하와 여름시즌에 가장 멋진 옐로스톤 연계상품까지,델타항공,/images/air_logo/air_DL01.gif,"목, 금 출발",여행기간 8일 부터,"6,490,000",UPP703,UPP703-250627,https://www.verygoodtour.com/Product/PackageList?menuCode=101200601
UPP254,패키지 > 서울/인천출발 > 북미지역,[솔트레익시티직항] 옐로스톤/캐나다로키일주 11일,여름에 가기 가장 좋은 옐로스톤과 로키를 한번에갈 수 있는 상품,델타항공,/images/air_logo/air_DL01.gif,목 출발,여행기간 11일,"4,890,000",UPP254,UPP254-250828,https://www.verygoodtour.com/Product/PackageList?menuCode=101200601
UPP2558,패키지 > 서울/인천출발 > 북미지역,"◆특별기획◆ [단, 5개월 기간한정 옐로스톤] 미서부 완전일주+미동부캐나다 18일","미서부 3대캐년 및 미동부, 퀘백 관광과 함께 옐로스톤, 그랜드티턴국립공원 등 드넓은 자연을 느끼실 수 있는 상품입니다.",아시아나항공,/images/air_logo/air_OZ01.gif,목 출발,여행기간 18일,"7,990,000",UPP2558,UPP2558-250529,https://www.verygoodtour.com/Product/PackageList?menuCode=101200601
UPP4202,패키지 > 서울/인천출발 > 북미지역,[일생에 한 번쯤은] 캐나다 옐로나이프 오로라 6일,"선착순 Maple Leaf 라운지 쿠폰 ($79 상당) 제공 , 오로라 빌리지 내 오로라 뷰잉 3회 포함 일정",에어캐나다,/images/air_logo/air_AC01.gif,매일 출발,여행기간 6일,"3,943,000",UPP4202,UPP4202-250304,https://www.verygoodtour.com/Product/PackageList?menuCode=101200602
UPP4204,패키지 > 서울/인천출발 > 북미지역,[시즌한정] 캐나다 밴쿠버/로키부터 옐로나이프 오로라까지 8일,로키 2대 국립공원+2대 호수에 옐로나이프 오로라 관광이 포함되어 있는 일정,에어캐나다,/images/air_logo/air_AC01.gif,"일, 수, 금 출발",여행기간 8일,"4,627,000",UPP4204,UPP4204-250326AR,https://www.verygoodtour.com/Product/PackageList?menuCode=101200602
UPP4205,패키지 > 서울/인천출발 > 북미지역,[일생에 한 번쯤은] 미서부/캐나다 옐로나이프 오로라 13일,세계 최적의 관측장소를 제공하는 캐나다 옐로나이프 오로라 빌리지에서의 오로라 관측과 천사의 도시 LA 여행,에어캐나다,/images/air_logo/air_AC01.gif,"월, 금 출발",여행기간 13일,"5,498,000",UPP4205,UPP4205-250303AL,https://www.verygoodtour.com/Product/PackageList?menuCode=101200602
UPP4583,패키지 > 서울/인천출발 > 북미지역,[로키로 가는 가장 빠른 길] 캐나다 완전일주 8일/11일,#4성급 나이아가라 폭포뷰 숙박,웨스트젯,/images/air_logo/air_WS01.gif,"월, 화, 토 출발",여행기간 8일 부터,"4,190,000",UPP4583,UPP4583-250503WS8,https://www.verygoodtour.com/Product/PackageList?menuCode=101200603
UPP3281,패키지 > 서울/인천출발 > 북미지역,[베스트일정/나이아가라2연박] 미동부/캐나다 10일,▶나이아가라 2박으로 깊고 풍부한 미동부 베스트 상품,에어프레미아 외 3개,/images/air_logo/air_YP01.gif,"월, 화, 수, 목, 금, 토 출발",여행기간 10일,"3,390,000",UPP3281,UPP3281-250303YPM,https://www.verygoodtour.com/Product/PackageList?menuCode=101200603
UPP3982,패키지 > 서울/인천출발 > 북미지역,[참좋은여행 단독/나이아가라 폭포전망 숙박] 미동부 캐나다 10/12일,▶ 나이아가라 폴스뷰 숙박 ▶ 암트랙 기차탑승(12일),에어프레미아 외 4개,/images/air_logo/air_YP01.gif,"월, 화, 수, 목, 금 출발",여행기간 10일 부터,"3,490,000",UPP3982,UPP3982-250312YPW,https://www.verygoodtour.com/Product/PackageList?menuCode=101200603
UPP458,패키지 > 서울/인천출발 > 북미지역,▶2월 예약자 한정 공항라운지쿠폰제공◀ [감성 기차 여행/단독일정] 캐나다 서부/동부 완전일주 12일,"#6, 9월 로키 더보기! 로키 기차 #10월 단풍 관광! 퀘벡 기차 #빅토리아 숙박 #나이아가라 폭포 전망 호텔",에어캐나다 외 1개,/images/air_logo/air_AC01.gif,"화, 수, 금 출발",여행기간 10일 부터,"6,490,000",UPP458,UPP458-250917SA,https://www.verygoodtour.com/Product/PackageList?menuCode=101200603
UPP3824,패키지 > 서울/인천출발 > 북미지역,[VIP 리무진 버스 탑승] 미동부/캐나다 완전일주 11일,"▶VIP 리무진 탑승으로 편안한 이동▶ 퀘벡숙박, 보스턴 숙박으로  여유로운 관광",대한항공 외 2개,/images/air_logo/air_KE01.gif,"수, 목, 금 출발",여행기간 10일 부터,"4,095,000",UPP3824,UPP3824-250417YPT4,https://www.verygoodtour.com/Product/PackageList?menuCode=101200603
UPP3986,패키지 > 서울/인천출발 > 북미지역,[밤이 아름다운/퀘벡숙박] 미동부/캐나다/보스턴 10/12일,"▶ 퀘벡 숙박으로 로맨틱한 야경 감상, 보스턴까지",아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,"화, 수, 목, 금 출발",여행기간 10일,"3,490,000",UPP3986,UPP3986-250221YP,https://www.verygoodtour.com/Product/PackageList?menuCode=101200603
UPP4582,패키지 > 서울/인천출발 > 북미지역,[실시간항공] 캐나다 동부 핵심일주 7일/8일,"#나이아가라 폭포 #캐나다 4대 도시(토론토,오타와,몬트리올,퀘벡) #9월중순~10월중순 출발 시, 몽트랑블랑",에어캐나다 외 1개,/images/air_logo/air_AC01.gif,"월, 수, 목, 금 출발",여행기간 7일,"3,692,000",UPP4582,UPP4582-250403AC,https://www.verygoodtour.com/Product/PackageList?menuCode=101200603
UPP5349,패키지 > 서울/인천출발 > 북미지역,[HIT 상품] 미서부/미동부/캐나다 15일/16일,#4대캐년 #나이아가라2박,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,월 출발,여행기간 15일 부터,"5,490,000",UPP5349,UPP5349-250310HSP,https://www.verygoodtour.com/Product/PackageList?menuCode=101200603
UPP4513,패키지 > 서울/인천출발 > 북미지역,[로키 EASY 트레킹/밴프숙박/노팁&노옵션&노쇼핑] 3大국립공원+6大호수 로키 7일,#캘거리직항 #참좋은여행단독 # 노팁노옵션 #로키트레킹 #3대국립공원 #6회하이킹 #8대호수 #밴프숙박 #트레킹전문가이드동반,웨스트젯,/images/air_logo/air_WS01.gif,화 출발,여행기간 7일,"4,590,000",UPP4513,UPP4513-250603WS,https://www.verygoodtour.com/Product/PackageList?menuCode=101200606
UPP460,패키지 > 서울/인천출발 > 북미지역,[참좋은단독/NO옵션] 캐나다 로키 완전정복 9일,#로키일주 #별빛투어 #트래킹 #빅토리아,아시아나항공,/images/air_logo/air_OZ01.gif,목 출발,여행기간 9일,"4,290,000",UPP460,UPP460-250508OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101200606
UPP621,패키지 > 서울/인천출발 > 남미지역,"[ PREMIUM ] 프리미엄은 다르니까, 고품격 파타고니아+중남미 22일","가족, 친구들에게 자랑할 만한 편안하고 품격 있는 프리미엄 중남미 여행",아에로멕시코항공,/images/air_logo/air_AM01.gif,화 출발,여행기간 22일,"19,990,000",UPP621,UPP621-250415AM22,https://www.verygoodtour.com/Product/PackageList?menuCode=101200606
UPP245,패키지 > 서울/인천출발 > 북미지역,◆ 세도나캐년 숙박&아침산책 ◆ 5대캐년 그리고 낭만기차여행 미서부 9일/10일 (3/18 출발이후 25년형 리무진탑승),#6시간 절약 동선 #세도나 숙박 #리무진버스탑승 #샌디에고낭만기차여행,아시아나항공 외 3개,/images/air_logo/air_OZ01.gif,매일 출발,여행기간 9일 부터,"3,140,000",UPP245,UPP245-250509YP,https://www.verygoodtour.com/Product/PackageList?menuCode=101200606
UPP156,패키지 > 서울/인천출발 > 북미지역,[단독/풀패키지] 이웃섬관광/선셋크루즈/이지트래킹 6일/7일,#완전정복 #4일관광 #이웃섬 #트래킹,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,"일, 월, 수, 금, 토 출발",여행기간 6일 부터,"3,297,000",UPP156,UPP156-250402OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101200606
UPP2457,패키지 > 서울/인천출발 > 북미지역,◆ 25년식 VIP리무진 탑승/세도나캐년 숙박 & 아침산책 ◆ 5대캐년 미서부 9일,#6시간 절약 동선 #세도나 숙박 #리무진버스탑승 #샌디에고낭만기차여행,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,화 출발,여행기간 9일,"3,690,000",UPP2457,UPP2457-250401VIP,https://www.verygoodtour.com/Product/PackageList?menuCode=101200101
UPP242,패키지 > 서울/인천출발 > 북미지역,[단독] 라스베가스2연박/효율적인동선/이지트레킹 / 5대캐년+3대도시 미서부 9일,#5대캐년 #3대도시 #라스베가스2연박 #브라이스캐년이지트레킹 #라스베가스아울렛 #금문교횡단 #요세미티피톤치드투어 #스피어 #참좋은여행단독,에어프레미아,/images/air_logo/air_YP01.gif,일 출발,여행기간 9일,"3,094,000",UPP242,UPP242-250316YP9,https://www.verygoodtour.com/Product/PackageList?menuCode=101200101
UPP236,패키지 > 서울/인천출발 > 북미지역,[For맘앤키즈] 미서부대학탐방 10일,"#방학특선 #스탠포드,UCLA 대학탐방 #자이언츠오라클구장방문 #몬테레이베이 아쿠아리움 #유니버셜스튜디오 #게티센터 #그리피스천문대 #여유로운 자유일정",에어프레미아,/images/air_logo/air_YP01.gif,금 출발,여행기간 9일,"5,927,000",UPP236,UPP236-250221UNIV,https://www.verygoodtour.com/Product/PackageList?menuCode=101200101
UPP2458,패키지 > 서울/인천출발 > 북미지역,[디즈니랜드 포함] 5대캐년+세도나 숙박 10일,#디즈니랜드파크 #5대캐년 #세도나숙박&산책 #가족&우정 여행,에어프레미아 외 1개,/images/air_logo/air_YP01.gif,"월, 화, 금 출발",여행기간 10일,"3,928,000",UPP2458,UPP2458-250221TFYP,https://www.verygoodtour.com/Product/PackageList?menuCode=101200101
UPP271,패키지 > 서울/인천출발 > 북미지역,[2025년 9-10월 황금연휴 포함] 미서부 9일/10일,#오랫동안 기다렸던 2025년 연휴 #3대캐년 or 5대캐년 #미서부 일주 #요세미티국립공원,아시아나항공 외 2개,/images/air_logo/air_OZ01.gif,"일, 월, 화, 수, 금 출발",여행기간 9일 부터,"3,064,000",UPP271,UPP271-251006Y223,https://www.verygoodtour.com/Product/PackageList?menuCode=101200101
UPP223,패키지 > 서울/인천출발 > 북미지역,[귀국일 변경 가능] 미서부 일주 10일,#에어프레미아항공 #특가상품 #프리미엄이코노미 업그레이드 가능,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,"월, 금 출발",여행기간 10일,"2,890,000",UPP223,UPP223-250324YP,https://www.verygoodtour.com/Product/PackageList?menuCode=101200102
UPP246,패키지 > 서울/인천출발 > 북미지역,[로스앤젤레스 1일 자유일정] 미서부 7일/8일,#LA1일자유 #일정에따라 선택가능,에어프레미아 외 1개,/images/air_logo/air_YP01.gif,일 출발,여행기간 7일 부터,"2,447,000",UPP246,UPP246-250223YP7,https://www.verygoodtour.com/Product/PackageList?menuCode=101200102
UPP200,패키지 > 서울/인천출발 > 북미지역,[비즈니스항공] 미서부 5대캐년/샌프란시스코 10일,#왕복비즈니스 #VIP리무진버스 #5대캐년 #3대도시 #요세미티국립공원 #샌프란시스코 2연박,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,"월, 수, 금 출발",여행기간 10일,"4,396,000",UPP200,UPP200-250226YPE,https://www.verygoodtour.com/Product/PackageList?menuCode=101200103
UPP207,패키지 > 서울/인천출발 > 북미지역,[5대캐년 완전정복] 리무진타고 편안하게 미서부 10일,#VIP리무진버스 #5대캐년 #일정에따라 선택가능,아시아나항공 외 2개,/images/air_logo/air_OZ01.gif,"월, 수, 금 출발",여행기간 10일,"3,233,000",UPP207,UPP207-250226OZW,https://www.verygoodtour.com/Product/PackageList?menuCode=101200103
UPP2451,패키지 > 서울/인천출발 > 북미지역,[낭만기차여행/단독] 미서부+미동부캐나다 17일/20일,#미서부+미동부 참좋은여행 단독 #5대캐년&세도나숙박 #자유의여신상 하산 #미동부 3대야경&뉴욕 호텔 업그레이드,아시아나항공,/images/air_logo/air_OZ01.gif,금 출발,여행기간 17일,"7,133,000",UPP2451,UPP2451-250502OZ18,https://www.verygoodtour.com/Product/PackageList?menuCode=101200104
UPP2459,패키지 > 서울/인천출발 > 북미지역,◆참좋은여행 단독기획◆[실시간항공/샌프란시스코 포함 완벽일주] 미서부/미동부/캐나다 17일,#미서부 5대캐년&세도나 숙박 #미동부+캐나다 완전일주 #요세미티 국립공원 #미서부 단독,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,"월, 화, 금 출발",여행기간 17일,"6,494,000",UPP2459,UPP2459-250221YP,https://www.verygoodtour.com/Product/PackageList?menuCode=101200104
UPP5113,패키지 > 서울/인천출발 > 북미지역,[북미 서부 완전일주] 캐나다/미서부 16일,#캐나다 서부 #로키 #2대호수&2대 국립공원 #미서부 5대캐년&세도나 숙박 #샌디에이고 기차 여행,아시아나항공,/images/air_logo/air_OZ01.gif,"수, 금 출발",여행기간 14일 부터,"5,697,000",UPP5113,UPP5113-250228SFO,https://www.verygoodtour.com/Product/PackageList?menuCode=101200104
UPP5245,패키지 > 서울/인천출발 > 북미지역,[세도나 아침산책] 미서부 5대캐년+하와이 12일/14일,#화요일 VIP버스 #금요일 샌디에고,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,"월, 화, 금 출발",여행기간 12일 부터,"5,312,000",UPP5245,UPP5245-250401VIP,https://www.verygoodtour.com/Product/PackageList?menuCode=101200104
UPP5256,패키지 > 서울/인천출발 > 북미지역,"◆특별기획◆ [단, 5개월 기간한정 옐로스톤] 미서부 완전일주+하와이 13일",#옐로스톤 #4대캐년 #하와이 2일관광,대한항공,/images/air_logo/air_KE01.gif,목 출발,여행기간 13일,"6,090,000",UPP5256,UPP5256-250522HNL,https://www.verygoodtour.com/Product/PackageList?menuCode=101200104
UPP5347,패키지 > 서울/인천출발 > 북미지역,[VIP 리무진버스 탑승] 미서부/미동부/캐나다 완전일주 19일,#북미일주 #미국6대도시+캐나다5대도시,아시아나항공,/images/air_logo/air_OZ01.gif,수 출발,여행기간 19일,"6,890,000",UPP5347,UPP5347-250409,https://www.verygoodtour.com/Product/PackageList?menuCode=101200104
UPP5360,패키지 > 서울/인천출발 > 북미지역,[핵심투어] 미서부/미동부 나이아가라폭포 13일,▶3~4월 출발 539만원 > 499만원 선착순 할인 중,아시아나항공 외 2개,/images/air_logo/air_OZ01.gif,"월, 화 출발",여행기간 13일,"4,997,000",UPP5360,UPP5360-250224,https://www.verygoodtour.com/Product/PackageList?menuCode=101200104
UPP5412,패키지 > 서울/인천출발 > 북미지역,[기본에충실한] 미서부 3대캐년+하와이 13일,#3대캐년+3대도시 #하와이 2일관광,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,"월, 금 출발",여행기간 13일,"4,562,000",UPP5412,UPP5412-250303,https://www.verygoodtour.com/Product/PackageList?menuCode=101200104
UPP3282,패키지 > 서울/인천출발 > 북미지역,[뉴욕 더보기/덤보선셋/나이아가라 2연박] 미동부/캐나다 11일,▶ 덤보 야경 + 브루클린 브릿지 도보투어(날짜별 상이),에어프레미아 외 1개,/images/air_logo/air_YP01.gif,일 출발,여행기간 11일,"3,784,000",UPP3282,UPP3282-250309SUN,https://www.verygoodtour.com/Product/PackageList?menuCode=101200201
UPP359,패키지 > 서울/인천출발 > 북미지역,[뉴욕에서 예술을 산책하다] 뉴욕 일주 7일,"도슨트와 함께 뉴욕 대표 미술관 관광하며, 인기 레스토랑에서 식사하는 상품 / 자유일정 1일 포함",아시아나항공 외 2개,/images/air_logo/air_OZ01.gif,목 출발,여행기간 7일,"6,534,000",UPP359,UPP359-250220YP,https://www.verygoodtour.com/Product/PackageList?menuCode=101200201
UPP372,패키지 > 서울/인천출발 > 북미지역,[프라이빗 미동부] 뉴욕/나이아가라 8일,4인부터 출발 가능한 단독 상품으로 최선의동선으로 여유로운 시간과 프리미엄급 식사와 일정이 제공 되는 상품,대한항공,/images/air_logo/air_KE01.gif,금 출발,여행기간 8일,"8,737,000",UPP372,UPP372-250228KE,https://www.verygoodtour.com/Product/PackageList?menuCode=101200201
UPP3279,패키지 > 서울/인천출발 > 북미지역,[핵심만 쏙쏙 골라 보는] 미동부 뉴욕/워싱턴/나이아가라 8일,단기간 미동부의 대표 도시와 나이아가라 폭포를 감상할 수 있는 일정,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,"월, 화, 금, 토 출발",여행기간 8일,"3,350,000",UPP3279,UPP3279-250221MF,https://www.verygoodtour.com/Product/PackageList?menuCode=101200202
UPP328,패키지 > 서울/인천출발 > 북미지역,[모두 보여드릴게요] 미동부/캐나다 12일,▶보스턴/뉴포트 일정이 포함된 미동부&캐나다 모두보기,아시아나항공,/images/air_logo/air_OZ01.gif,"월, 화, 금, 토 출발",여행기간 12일,"4,370,000",UPP328,UPP328-251024MF,https://www.verygoodtour.com/Product/PackageList?menuCode=101200202
UPP370,패키지 > 서울/인천출발 > 북미지역,[뉴욕을 더 자유롭게] 미동부 10일 (뉴욕 2일 자유),▶ [숙박UP] 맨하탄 2박 숙박 / 나이아가라 폭포전망 숙박 ▶ 뉴욕 2일 자유일정,에어프레미아,/images/air_logo/air_YP01.gif,금 출발,여행기간 10일,"3,936,000",UPP370,UPP370-250228YP,https://www.verygoodtour.com/Product/PackageList?menuCode=101200202
UPP5455,패키지 > 서울/인천출발 > 북미지역,[기본에충실한] 미동부/캐나다+하와이 13일,#나이아가라 2박  #하와이 2일관광,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,"월, 화, 수, 목, 금, 토 출발",여행기간 13일,"5,880,000",UPP5455,UPP5455-250228KE,https://www.verygoodtour.com/Product/PackageList?menuCode=101200203
UPP143,패키지 > 서울/인천출발 > 북미지역,■ 여름 방학 얼리버드 파격 특가 ■[항공+호텔/아동반값] 와이키키 SONO VS 메리어트 6일/7일,#2월 중 예약자 한정 #공항셔틀+시내관광 포함,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,"일, 월, 수, 금, 토 출발",여행기간 6일 부터,"1,990,000",UPP143,UPP143-250402W4,https://www.verygoodtour.com/Product/PackageList?menuCode=101200301
UPP170,패키지 > 서울/인천출발 > 북미지역,[BEST 단독] 오아후섬/쿠알로아목장 6일/7일,#2일관광+자유일정 #관광지UP식사UP,하와이안항공 외 2개,/images/air_logo/air_HA01.gif,매일 출발,여행기간 6일 부터,"2,397,000",UPP170,UPP170-250402OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101200301
UPP174,패키지 > 서울/인천출발 > 북미지역,[하와이 골캉스(골프+바캉스)] 오아후섬 라운딩 36홀 6일/7일,#2일관광 #라운딩 18홀X2회 (선택가능),대한항공 외 2개,/images/air_logo/air_KE01.gif,매일 출발,여행기간 6일 부터,"2,897,000",UPP174,UPP174-250507OZ4,https://www.verygoodtour.com/Product/PackageList?menuCode=101200301
UPP171,패키지 > 서울/인천출발 > 북미지역,[기본에 충실한] 오아후섬일주/민속촌관광 6일/7일,#클래식일정 #2일관광+자유일정,대한항공 외 1개,/images/air_logo/air_KE01.gif,매일 출발,여행기간 6일 부터,"2,093,000",UPP171,UPP171-250429KE,https://www.verygoodtour.com/Product/PackageList?menuCode=101200301
UPP1441,패키지 > 서울/인천출발 > 북미지역,[단독] 오아후섬 + 이웃섬(빅아일랜드/카우아이 택1),#3일관광+자유일정 #이웃섬 택 1,하와이안항공 외 2개,/images/air_logo/air_HA01.gif,매일 출발,여행기간 6일 부터,"2,947,000",UPP1441,UPP1441-250507OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101200301
UPP142,패키지 > 서울/인천출발 > 북미지역,[셀프파킹 무료 & 카바나 1일 제공] 와이키키 비치 메리어트 오션뷰 6일/7일,#오션뷰 #조식포함 #2일관광+자유일정,아시아나항공 외 2개,/images/air_logo/air_OZ01.gif,매일 출발,여행기간 6일 부터,"2,547,000",UPP142,UPP142-250402O,https://www.verygoodtour.com/Product/PackageList?menuCode=101200302
UPP1715,패키지 > 서울/인천출발 > 북미지역,[기본에 충실한] 하얏트 리젠시 오션뷰 또는 오션프론트 6일/7일,#오션뷰 #조식포함 #2일관광+자유일정,대한항공 외 2개,/images/air_logo/air_KE01.gif,매일 출발,여행기간 6일 부터,"2,747,000",UPP1715,UPP1715-250402OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101200302
